total_number_account,Amount_Allocated,Amount_Collected,Account_number,Cusstomer Name ,No_unique_visit,Bucket,Agency Name,Regions,Zone,Sector,product_type
887,78602,78601,Y49340121486912W,Wdhoxd Pmsprh,11,SMA 0,Agency 5,Gujarat,Northeast + Central India,Pharmaceuticals,Consumer Durable Loan
2397,33100,33099,X68827246057863P,Gkimef Kmozjf,15,SMA 0,Agency 3,Maharashtra,Northeast + Union Territories,Manufacturing,Loan Against Property
877,24141,24140,P99595762407541V,Yfdofk Fbiinl,14,SMA 2,Agency 7,Dadra and Nagar Haveli and Daman and Diu,Central + Union Territories,Pharmaceuticals,Home Loan
2101,237955,99881,O17677674414385B,Swnmug Apsxef,15,SMA 0,Agency 7,Arunachal Pradesh,North + East India,Energy,Overdraft Facility
1410,105163,105162,R40711038191161Y,Njdrcw Lsnpdr,12,SMA 0,Agency 5,Assam,North + West India,Technology,Mortgage Loan
2277,235440,12903,Z96867819156326E,Kbljbo Fuqaev,16,SMA 1,Agency 7,Manipur,North + Northeast India,Manufacturing,Education Loan
1348,166265,44988,Y54180421349507S,Skxbtm Hrpwad,11,SMA 2,Agency 2,Meghalaya,North + Central India,Technology,Car Loan
1969,92181,92180,N47834807484802P,Esmpre Vnczlp,15,SMA 0,Agency 1,Mizoram,North + Union Territories,Manufacturing,Gold Loan
985,146478,12785,K24216313779694R,Cflkmb Kxlubz,16,SMA 0,Agency 4,Nagaland,South + East India,Energy,Personal Loan
1121,57438,57437,W45149892038540E,Gowbre Yjvubq,19,SMA 1,Agency 3,Tripura,South + West India,Finance,Loan Against Property
886,187390,100982,A34426097794806Q,Twomeg Shmyur,19,SMA 2,Agency 1,and the hill states of Himachal Pradesh,South + Northeast India,Energy,Gold Loan
1459,156477,57412,T91814863325799S,Ysrbfc Yncjyc,13,SMA 2,Agency 6,Tripura,South + Central India,Pharmaceuticals,Mortgage Loan
471,162527,162526,C73497360494578Q,Iafrey Kglbvb,18,SMA 1,Agency 5,and Sikkim,South + Union Territories,Finance,Home Loan
864,75297,75296,I25522316678364A,Bhioil Ncdwvz,20,SMA 2,Agency 1,Chhattisgarh,East + West India,Technology,Car Loan
2233,89269,89268,U88656883457169C,Ordwtj Tqzqtw,18,SMA 1,Agency 6,Madhya Pradesh,East + Northeast India,Manufacturing,Car Loan
210,201697,152820,Z96526524299280J,Degsjs Czimfd,16,SMA 2,Agency 3,Andaman and Nicobar Islands,East + Central India,Healthcare,Overdraft Facility
223,149442,124378,H68614590855195D,Waqkbw Wwemju,11,SMA 1,Agency 8,Chandigarh,East + Union Territories,Manufacturing,Overdraft Facility
184,2174,2173,Z86571193544405W,Wvcthx Vcvugy,19,SMA 1,Agency 8,Dadra and Nagar Haveli and Daman and Diu,West + Northeast India,Retail,Car Loan
843,140633,140632,M73356024697950K,Jymohn Vwovpw,13,SMA 1,Agency 8,Lakshadweep,West + Central India,Retail,Education Loan
1465,224954,224953,A32534917686373I,Osrpny Ktyhcr,17,SMA 2,Agency 2,Puducherry,West + Union Territories,Healthcare,Loan Against Property
1014,182066,43629,U71036269742586O,Hvttwu Lhegfv,14,SMA 2,Agency 8,Delhi,Northeast + Central India,Manufacturing,Gold Loan
350,153680,100853,L23275476590843I,Pbqjjg Girgob,20,SMA 1,Agency 2,Haryana,Northeast + Union Territories,Healthcare,Mortgage Loan
1690,108486,108485,A83659477586679B,Zxliyf Ksunlt,17,SMA 2,Agency 2,Himachal Pradesh,Central + Union Territories,Finance,Business Loan
2064,56816,56815,X50326347640906S,Smzfyx Ysrbcv,16,SMA 2,Agency 6,Jammu and Kashmir,North + East India,Pharmaceuticals,Consumer Durable Loan
2086,118733,30018,C21423744008254R,Ghpmnb Arecod,11,SMA 1,Agency 2,Punjab,North + West India,Automotive,Gold Loan
2256,41873,19375,E46801101919847P,Ycbkcm Uwokqf,13,SMA 0,Agency 1,Rajasthan,North + Northeast India,Technology,Consumer Durable Loan
2496,200440,74742,A42851443849503X,Izngnd Cyfjnf,14,SMA 0,Agency 7,Uttar Pradesh,North + Central India,Energy,Consumer Durable Loan
2136,195382,32547,B46778100434560O,Gfcysz Uzmfgn,16,SMA 0,Agency 2,Uttarakhand,North + Union Territories,Manufacturing,Gold Loan
377,113204,7324,Q84305685189172O,Cydiko Vrbkku,18,SMA 0,Agency 7,Andhra Pradesh,South + East India,Technology,Overdraft Facility
1866,183255,22016,R78413474734880Y,Czpnis Kjfdoj,17,SMA 0,Agency 4,Karnataka,South + West India,Retail,Personal Loan
228,232650,212035,D97780007242547J,Ofwhru Ayohyj,18,SMA 2,Agency 6,Kerala,South + Northeast India,Technology,Personal Loan
1840,157626,47308,M86497430322399K,Edifup Xsvghj,15,SMA 1,Agency 2,Tamil Nadu,South + Central India,Pharmaceuticals,Consumer Durable Loan
1582,162928,162927,A61490410034477M,Xsdhbg Sxwnfe,18,SMA 1,Agency 5,Telangana,South + Union Territories,Pharmaceuticals,Consumer Durable Loan
776,17367,17366,G46148085207715T,Pymlcp Yibito,15,SMA 2,Agency 4,Bihar,East + West India,Pharmaceuticals,Gold Loan
1932,101144,51487,Z43679733623955Q,Zfqmcg Yhxgqq,16,SMA 2,Agency 4,Jharkhand,East + Northeast India,Retail,Personal Loan
832,24600,24599,Z62381336525992V,Jxfmqb Eduxrg,18,SMA 1,Agency 3,Odisha,East + Central India,Technology,Mortgage Loan
167,221146,180658,M50355785778020M,Ajlhig Ovfofc,15,SMA 0,Agency 7,West Bengal,East + Union Territories,Finance,Business Loan
2383,71085,5556,C86801516342283E,Yorybp Lfvvos,15,SMA 1,Agency 3,Sikkim,West + Northeast India,Finance,Gold Loan
1940,228759,39859,S34970542159758W,Ogcfba Jccwdx,15,SMA 0,Agency 5,Andaman and Nicobar Islands,West + Central India,Retail,Education Loan
1969,231903,153925,L10189326725916S,Ndufgm Iokecj,14,SMA 0,Agency 5,Goa,West + Union Territories,Technology,Education Loan
222,187631,187630,V31059326034237Y,Hnvjaw Lanouy,18,SMA 2,Agency 8,Gujarat,Northeast + Central India,Finance,Overdraft Facility
1397,202366,83362,F69739778045038X,Lcervt Lgkdvy,18,SMA 0,Agency 1,Maharashtra,Northeast + Union Territories,Retail,Gold Loan
1359,89583,89582,P35126730667056R,Wdcfhe Jgkmft,12,SMA 1,Agency 5,Dadra and Nagar Haveli and Daman and Diu,Central + Union Territories,Technology,Car Loan
2493,233598,11862,W26713323208166H,Grizyn Qetjiy,18,SMA 2,Agency 7,Arunachal Pradesh,North + East India,Retail,Home Loan
1329,198442,102078,G72145912541094Y,Ewtlvd Wrhgct,14,SMA 2,Agency 3,Assam,North + West India,Telecommunications,Education Loan
1516,160378,160377,C73123360336629O,Uqwcos Ttrohc,17,SMA 2,Agency 1,Manipur,North + Northeast India,Energy,Mortgage Loan
1024,242171,242170,Y48403641522866U,Kewtnt Prilmo,20,SMA 1,Agency 5,Meghalaya,North + Central India,Technology,Consumer Durable Loan
434,242650,126012,B85912809638895F,Qwjffi Rdokfn,19,SMA 0,Agency 4,Mizoram,North + Union Territories,Telecommunications,Business Loan
1835,66025,47945,S47403573136921F,Kffxld Lbowii,15,SMA 2,Agency 5,Nagaland,South + East India,Energy,Consumer Durable Loan
2208,184468,184467,Y34861340762791Z,Geggha Dqzllr,18,SMA 1,Agency 5,Tripura,South + West India,Healthcare,Personal Loan
1130,112667,112666,K55274510106128T,Pzohha Qwwuuo,12,SMA 2,Agency 2,and the hill states of Himachal Pradesh,South + Northeast India,Energy,Consumer Durable Loan
2113,221872,221871,U39196499219814Z,Mhtgug Uoqpwv,12,SMA 2,Agency 8,Tripura,South + Central India,Energy,Home Loan
1243,246810,75948,F17048124979694M,Mezzgi Ahuofm,10,SMA 0,Agency 4,and Sikkim,South + Union Territories,Pharmaceuticals,Personal Loan
2317,201912,152544,O33022308536971F,Egmtlo Tokxww,18,SMA 2,Agency 6,Chhattisgarh,East + West India,Retail,Business Loan
2122,90174,63485,Y16421314843306Q,Veywip Ewfhne,19,SMA 0,Agency 7,Madhya Pradesh,East + Northeast India,Pharmaceuticals,Business Loan
859,103104,103103,E82601621895822E,Sebqmb Tpoeee,17,SMA 0,Agency 6,Andaman and Nicobar Islands,East + Central India,Food and Beverage,Consumer Durable Loan
2453,188266,127067,X65291812280291I,Sdkwer Wgovlx,11,SMA 0,Agency 1,Chandigarh,East + Union Territories,Energy,Loan Against Property
300,246005,236163,C80359911496901N,Zthgky Timqnm,15,SMA 2,Agency 5,Dadra and Nagar Haveli and Daman and Diu,West + Northeast India,Retail,Mortgage Loan
1337,102932,102931,E70421681459334K,Cvdorj Tloblv,19,SMA 1,Agency 4,Lakshadweep,West + Central India,Food and Beverage,Personal Loan
1931,160734,160733,I76283391373937I,Ekmakl Nznorv,12,SMA 2,Agency 8,Delhi,West + Union Territories,Automotive,Car Loan
1215,91184,91183,C13586400985807D,Lfbkxu Rduisy,18,SMA 2,Agency 2,Haryana,Northeast + Central India,Food and Beverage,Home Loan
1787,110327,110326,I99057396120499H,Bnufcr Diocog,12,SMA 1,Agency 5,Himachal Pradesh,Northeast + Union Territories,Automotive,Consumer Durable Loan
1599,141939,141938,G51073866510703L,Ozgulz Ugmorp,19,SMA 2,Agency 1,Jammu and Kashmir,Central + Union Territories,Food and Beverage,Personal Loan
1046,215264,51649,X80913637498272M,Bpwqid Zaqati,11,SMA 2,Agency 7,Punjab,North + East India,Technology,Business Loan
312,164075,27771,S43760123985750B,Pthukc Atjgmn,11,SMA 1,Agency 7,Rajasthan,North + West India,Food and Beverage,Consumer Durable Loan
1943,241844,14818,U58700407532792G,Vbemev Cxiwcc,15,SMA 1,Agency 8,Uttar Pradesh,North + Northeast India,Pharmaceuticals,Personal Loan
2093,119300,119299,G18963235839889U,Yqtkbu Icivxt,11,SMA 0,Agency 1,Uttarakhand,North + Central India,Healthcare,Consumer Durable Loan
2165,63706,63705,D53946423868398L,Vanxzg Nwbbhg,10,SMA 0,Agency 6,Andhra Pradesh,North + Union Territories,Finance,Consumer Durable Loan
1773,124846,102168,A43059360002650P,Gfsers Apomfv,10,SMA 1,Agency 6,Karnataka,South + East India,Manufacturing,Overdraft Facility
1642,121275,115771,R99989217894873K,Ihumal Kbylum,17,SMA 0,Agency 1,Kerala,South + West India,Food and Beverage,Gold Loan
1147,129696,119463,Z84961735417005D,Qgcvge Icrazq,13,SMA 0,Agency 1,Tamil Nadu,South + Northeast India,Pharmaceuticals,Car Loan
1042,21857,21856,T13599762658276E,Ixoyos Jgubmw,12,SMA 2,Agency 4,Telangana,South + Central India,Finance,Personal Loan
302,113817,32958,X86592637103136W,Npkbbi Jptvxh,19,SMA 0,Agency 1,Bihar,South + Union Territories,Telecommunications,Personal Loan
2122,101902,101901,J58361278411068S,Cdduba Kpuhte,16,SMA 0,Agency 6,Jharkhand,East + West India,Healthcare,Overdraft Facility
1620,23597,23596,J28886146033474R,Lwkfjd Tlufyr,11,SMA 1,Agency 3,Odisha,East + Northeast India,Healthcare,Business Loan
514,73400,73399,L11539308944589W,Wztglr Aerolw,14,SMA 2,Agency 7,West Bengal,East + Central India,Retail,Personal Loan
1236,186177,180665,P87345220457867G,Rkxexm Urvxno,20,SMA 1,Agency 4,Sikkim,East + Union Territories,Technology,Consumer Durable Loan
855,152561,152560,R92521160809011T,Ltidot Vuodxz,13,SMA 1,Agency 8,Andaman and Nicobar Islands,West + Northeast India,Healthcare,Education Loan
321,239009,223335,C53137781516481H,Bnnuor Jxaquh,18,SMA 2,Agency 6,Goa,West + Central India,Manufacturing,Gold Loan
1069,37124,37123,J91291102386782F,Zykbqt Mpmnvg,11,SMA 1,Agency 2,Gujarat,West + Union Territories,Automotive,Gold Loan
2121,11778,11777,E17864019167342J,Dnhsfi Siapyh,11,SMA 1,Agency 3,Maharashtra,Northeast + Central India,Pharmaceuticals,Personal Loan
370,190372,17860,O35688321387430D,Psfdoo Sgtdyl,20,SMA 0,Agency 2,Dadra and Nagar Haveli and Daman and Diu,Northeast + Union Territories,Automotive,Consumer Durable Loan
915,192680,154220,M58774255658071R,Pvtqel Dxnkmp,18,SMA 0,Agency 2,Arunachal Pradesh,Central + Union Territories,Telecommunications,Business Loan
860,86347,86346,S22278111574936H,Nrxluu Iigaho,13,SMA 2,Agency 3,Assam,North + East India,Retail,Home Loan
2329,5039,5038,M55768840878945I,Vjmltd Tcnvvo,10,SMA 0,Agency 3,Manipur,North + West India,Technology,Car Loan
1169,169778,46791,B53295734195850L,Lkhgib Jcdpfl,17,SMA 1,Agency 3,Meghalaya,North + Northeast India,Food and Beverage,Gold Loan
1214,210972,123843,Z77752849093519X,Uzijoa Bnrsnb,13,SMA 0,Agency 7,Mizoram,North + Central India,Energy,Loan Against Property
1226,203365,40496,F80760232856810M,Jpqjih Xncief,15,SMA 0,Agency 2,Nagaland,North + Union Territories,Retail,Gold Loan
1448,232613,192132,W61904012011997F,Hyxwtx Lvkjom,18,SMA 0,Agency 4,Tripura,South + East India,Telecommunications,Mortgage Loan
1777,187858,85955,K11035085960943I,Udphpx Yqzgzl,12,SMA 2,Agency 1,and the hill states of Himachal Pradesh,South + West India,Retail,Home Loan
1016,142984,43319,W35946198077570B,Dhfmni Irsvnn,16,SMA 0,Agency 3,Tripura,South + Northeast India,Automotive,Home Loan
1265,199813,184105,A93387852719732J,Bgixcc Twexqr,17,SMA 2,Agency 8,and Sikkim,South + Central India,Telecommunications,Education Loan
2144,183116,56523,O61396985952765B,Zgfdry Cryozs,13,SMA 2,Agency 1,Chhattisgarh,South + Union Territories,Manufacturing,Gold Loan
1693,149537,53950,E99911030892681H,Ohaean Wuuqei,14,SMA 0,Agency 1,Madhya Pradesh,East + West India,Manufacturing,Loan Against Property
1360,26552,26551,F81896119047159S,Gvadkv Ptldce,12,SMA 1,Agency 2,Andaman and Nicobar Islands,East + Northeast India,Food and Beverage,Mortgage Loan
967,15348,15347,P73828414860294A,Yeqtra Hivorq,11,SMA 0,Agency 7,Chandigarh,East + Central India,Technology,Mortgage Loan
1440,144359,38334,B48290474122904U,Klptzb Uodbwr,11,SMA 0,Agency 7,Dadra and Nagar Haveli and Daman and Diu,East + Union Territories,Food and Beverage,Education Loan
1172,9785,9784,A48394096722895M,Prnlox Majnrj,13,SMA 0,Agency 5,Lakshadweep,West + Northeast India,Retail,Car Loan
444,138855,138854,J51511898119366P,Zdjrkh Vrpnfy,11,SMA 2,Agency 1,Puducherry,West + Central India,Automotive,Mortgage Loan
188,105232,105231,N51933587948989J,Jzaeyj Gveyzw,19,SMA 1,Agency 5,Delhi,West + Union Territories,Manufacturing,Consumer Durable Loan
426,126720,126719,E58304108678530Y,Scxrvv Yljopj,13,SMA 1,Agency 7,Haryana,Northeast + Central India,Technology,Mortgage Loan
2379,220052,81566,D82281330695193X,Nccscc Cpzyxy,12,SMA 2,Agency 8,Himachal Pradesh,Northeast + Union Territories,Automotive,Loan Against Property
2237,44212,15140,I55184120663019U,Yclqmm Klbxkh,15,SMA 0,Agency 5,Jammu and Kashmir,Central + Union Territories,Finance,Car Loan
596,34299,34298,X45533347190584G,Zrcriv Gkysju,11,SMA 1,Agency 7,Punjab,North + East India,Finance,Overdraft Facility
1299,238600,126468,I43720779430477M,Swnrvn Hwgwza,12,SMA 2,Agency 8,Rajasthan,North + West India,Manufacturing,Gold Loan
570,183908,183907,K93596429297804D,Wtxpll Becvgn,16,SMA 0,Agency 6,Uttar Pradesh,North + Northeast India,Automotive,Overdraft Facility
1555,58822,58821,Q52836583343366I,Phqtik Jldalt,18,SMA 2,Agency 4,Uttarakhand,North + Central India,Telecommunications,Mortgage Loan
276,217399,32802,J11980803573386K,Jxvyvq Sdxexk,15,SMA 0,Agency 1,Andhra Pradesh,North + Union Territories,Retail,Consumer Durable Loan
1893,182460,127716,Y24144360342418G,Axuapd Ymdbtr,16,SMA 2,Agency 1,Karnataka,South + East India,Technology,Home Loan
1331,213947,17481,C95255241362667P,Tkvmch Xlfqkm,19,SMA 2,Agency 6,Kerala,South + West India,Retail,Personal Loan
1695,104074,104073,B85652564421266N,Zzlfhs Fdliry,17,SMA 2,Agency 1,Tamil Nadu,South + Northeast India,Manufacturing,Mortgage Loan
1529,162473,162472,X26868784404658D,Mzndck Glmgin,17,SMA 0,Agency 6,Telangana,South + Central India,Technology,Consumer Durable Loan
202,64413,64412,V10675334333044B,Hztxhy Brhlly,18,SMA 2,Agency 2,Bihar,South + Union Territories,Automotive,Business Loan
1725,175262,143885,T40373566746448Q,Spvydb Mzvzhb,16,SMA 0,Agency 8,Jharkhand,East + West India,Energy,Overdraft Facility
265,159615,159614,Z10710040510804U,Ucdozt Vfusse,10,SMA 2,Agency 5,Odisha,East + Northeast India,Automotive,Business Loan
1668,54563,54562,Z29536032499835N,Ivxeql Jpltjb,15,SMA 1,Agency 1,West Bengal,East + Central India,Automotive,Overdraft Facility
2390,136932,136931,N51755226977899D,Sjkzdb Rawjqq,10,SMA 2,Agency 4,Sikkim,East + Union Territories,Healthcare,Overdraft Facility
1785,239943,209289,J14219003627916B,Uwjrxv Jwvugs,10,SMA 1,Agency 3,Andaman and Nicobar Islands,West + Northeast India,Telecommunications,Business Loan
891,109593,56064,Z77132394301571C,Udhhhc Kqptro,13,SMA 1,Agency 6,Goa,West + Central India,Healthcare,Loan Against Property
330,165875,165874,P32600003943720F,Tdkfae Ktuxjk,12,SMA 1,Agency 8,Gujarat,West + Union Territories,Technology,Loan Against Property
1099,127957,39842,V53670774832895A,Vqxrlv Rgueom,15,SMA 2,Agency 1,Maharashtra,Northeast + Central India,Automotive,Business Loan
742,178023,52195,T56726891389906D,Gkpadm Jyvqyo,20,SMA 1,Agency 1,Dadra and Nagar Haveli and Daman and Diu,Northeast + Union Territories,Energy,Car Loan
361,12581,12580,O38298574863383Q,Azktjz Ozyqqr,16,SMA 1,Agency 5,Arunachal Pradesh,Central + Union Territories,Finance,Car Loan
2064,105903,105902,M51622620392207A,Jhjysr Hdmoel,13,SMA 2,Agency 3,Assam,North + East India,Telecommunications,Personal Loan
1469,127642,127641,E73622606822525I,Usxvgf Fgqlqp,14,SMA 1,Agency 7,Manipur,North + West India,Healthcare,Personal Loan
2317,155453,130822,Q51444017203238R,Lzmeqc Owrvgc,18,SMA 1,Agency 1,Meghalaya,North + Northeast India,Pharmaceuticals,Business Loan
1024,81201,71474,S28141648707892N,Jwqkir Ofuszi,20,SMA 0,Agency 4,Mizoram,North + Central India,Manufacturing,Overdraft Facility
185,245423,134593,G45982782938338M,Keifue Ctuftd,15,SMA 1,Agency 8,Nagaland,North + Union Territories,Energy,Home Loan
470,172246,172245,B58816947752284I,Gnqdxj Sfjrpt,10,SMA 2,Agency 4,Tripura,South + East India,Healthcare,Home Loan
1322,229730,181885,U98329051728820Y,Frjnbb Lelmor,16,SMA 0,Agency 3,and the hill states of Himachal Pradesh,South + West India,Retail,Loan Against Property
305,232559,83697,M14398053034346M,Reseov Kxfugu,15,SMA 1,Agency 8,Tripura,South + Northeast India,Telecommunications,Mortgage Loan
1554,185941,53887,J27960458967570E,Hnbrbd Rqrxqa,12,SMA 2,Agency 2,and Sikkim,South + Central India,Healthcare,Consumer Durable Loan
1858,209338,13975,M33269650164851N,Pscvep Rzyibc,19,SMA 0,Agency 8,Chhattisgarh,South + Union Territories,Energy,Consumer Durable Loan
2469,110716,52539,P98287154884169Y,Gazwbf Jqbhoc,19,SMA 1,Agency 2,Madhya Pradesh,East + West India,Automotive,Consumer Durable Loan
1254,209127,57211,S89810662633895Z,Ekfofw Fabhsi,16,SMA 1,Agency 5,Andaman and Nicobar Islands,East + Northeast India,Retail,Gold Loan
2075,231141,123889,M70544725805101Q,Detoju Jwhnpb,12,SMA 2,Agency 5,Chandigarh,East + Central India,Finance,Education Loan
701,131096,125352,I56101891481011C,Dlieah Diudsv,15,SMA 2,Agency 5,Dadra and Nagar Haveli and Daman and Diu,East + Union Territories,Automotive,Gold Loan
1183,161126,34508,H72372793473121T,Iosuiu Tvtcmk,16,SMA 2,Agency 4,Lakshadweep,West + Northeast India,Telecommunications,Overdraft Facility
1108,29274,29273,L43295263649614Q,Tmeyfv Nwwcah,12,SMA 0,Agency 4,Puducherry,West + Central India,Energy,Education Loan
2048,207179,207178,U63050743668611Q,Cujxca Dnluql,19,SMA 2,Agency 5,Delhi,West + Union Territories,Finance,Overdraft Facility
590,222329,30697,I76707345288149S,Jltgqj Ygkdex,10,SMA 2,Agency 4,Haryana,Northeast + Central India,Energy,Education Loan
1767,222225,91537,V86786504298757Y,Ydigyw Xldena,17,SMA 2,Agency 1,Himachal Pradesh,Northeast + Union Territories,Food and Beverage,Gold Loan
1428,202655,116205,F88005208381415W,Dwkelc Esbhac,18,SMA 0,Agency 4,Jammu and Kashmir,Central + Union Territories,Telecommunications,Education Loan
386,12417,12416,L80161311693753S,Repcxa Rlaarq,17,SMA 1,Agency 2,Punjab,North + East India,Healthcare,Consumer Durable Loan
2115,109413,75331,F34505699352029D,Eytnpv Bpmsvr,12,SMA 0,Agency 6,Rajasthan,North + West India,Energy,Education Loan
1012,28811,28810,L62961865700883Q,Oqekgf Wvmqym,19,SMA 2,Agency 1,Uttar Pradesh,North + Northeast India,Manufacturing,Mortgage Loan
321,95406,95405,O30954346653018M,Oakfdw Xxqxjc,14,SMA 1,Agency 4,Uttarakhand,North + Central India,Automotive,Mortgage Loan
1551,30660,30659,B75251061630610P,Mzgxzr Rvtuxs,20,SMA 0,Agency 6,Andhra Pradesh,North + Union Territories,Technology,Personal Loan
2199,246734,175363,R82637917880951K,Djaigd Oucwum,18,SMA 2,Agency 6,Karnataka,South + East India,Healthcare,Consumer Durable Loan
1714,175809,153590,T22788835874440V,Vsvokb Tchsis,13,SMA 1,Agency 3,Kerala,South + West India,Retail,Gold Loan
1623,41426,41425,M19842846712366O,Gidoxc Mzxeky,10,SMA 2,Agency 7,Tamil Nadu,South + Northeast India,Retail,Business Loan
1646,20194,20193,I57224784641706E,Vtqfnq Hmvezu,19,SMA 0,Agency 2,Telangana,South + Central India,Healthcare,Overdraft Facility
2324,101065,101064,E70684848221787P,Dmjaaf Kouxsz,14,SMA 0,Agency 3,Bihar,South + Union Territories,Healthcare,Car Loan
526,133306,101357,C23457687137716F,Pmjnxb Jkbvmz,19,SMA 1,Agency 1,Jharkhand,East + West India,Manufacturing,Personal Loan
748,19159,19158,I11108273421636R,Hpturv Cjydxm,13,SMA 1,Agency 2,Odisha,East + Northeast India,Pharmaceuticals,Consumer Durable Loan
184,112387,112386,M42271841562699U,Ktxvwa Dryyoz,19,SMA 1,Agency 7,West Bengal,East + Central India,Pharmaceuticals,Gold Loan
410,237110,45882,D89347089169795G,Grojdd Gongxc,14,SMA 2,Agency 8,Sikkim,East + Union Territories,Technology,Overdraft Facility
2406,98360,98359,U93640274561775U,Mdwdha Nnrtbp,14,SMA 2,Agency 6,Andaman and Nicobar Islands,West + Northeast India,Finance,Loan Against Property
379,14478,14477,W99094073881515Y,Nkfgrg Djckup,17,SMA 1,Agency 5,Goa,West + Central India,Healthcare,Mortgage Loan
613,40469,40468,B51539084464697L,Lcsqbc Lpxxyu,12,SMA 1,Agency 6,Gujarat,West + Union Territories,Telecommunications,Business Loan
509,77032,58909,B36074784239885M,Eccoza Ytyjda,18,SMA 0,Agency 7,Maharashtra,Northeast + Central India,Energy,Consumer Durable Loan
792,37704,37703,X27943021188974I,Yfzvcw Cnwvkh,13,SMA 0,Agency 3,Dadra and Nagar Haveli and Daman and Diu,Northeast + Union Territories,Telecommunications,Gold Loan
1551,83653,156,O22366217687937L,Sgunnv Ujozbn,14,SMA 2,Agency 2,Arunachal Pradesh,Central + Union Territories,Technology,Gold Loan
2064,144905,111372,G94953583430285Q,Mwxedd Hfrand,17,SMA 1,Agency 7,Assam,North + East India,Food and Beverage,Loan Against Property
1391,123138,22848,H86210855524530Z,Dpcjvh Gxdjjw,15,SMA 2,Agency 4,Manipur,North + West India,Automotive,Overdraft Facility
1343,36474,10401,C45884807202244A,Hnggis Bnnepc,13,SMA 1,Agency 3,Meghalaya,North + Northeast India,Pharmaceuticals,Mortgage Loan
1603,135310,80127,P77851236163341R,Pbxfty Moeqnb,19,SMA 1,Agency 4,Mizoram,North + Central India,Manufacturing,Personal Loan
2413,105748,105747,J34509055551469G,Ndoyyr Ipqqxe,13,SMA 2,Agency 4,Nagaland,North + Union Territories,Finance,Business Loan
1689,242794,104182,D57121178054795D,Zkoifc Nmxomu,19,SMA 1,Agency 5,Tripura,South + East India,Healthcare,Mortgage Loan
1037,161126,118581,E61303843350348K,Gfshwb Yfqyll,15,SMA 1,Agency 5,and the hill states of Himachal Pradesh,South + West India,Technology,Overdraft Facility
2086,197035,197034,D58593013822932Y,Ntthej Nbmtao,19,SMA 2,Agency 1,Tripura,South + Northeast India,Finance,Car Loan
1449,216558,117329,O77280370448688Q,Djwegt Wfvcdo,19,SMA 2,Agency 8,and Sikkim,South + Central India,Technology,Education Loan
161,185847,185846,A85851775693678X,Iioohq Rsbalh,20,SMA 0,Agency 3,Chhattisgarh,South + Union Territories,Energy,Personal Loan
2393,153151,29100,W80326412407622U,Dhggqk Hgpalf,15,SMA 0,Agency 2,Madhya Pradesh,East + West India,Manufacturing,Education Loan
880,194521,30374,Q97169952804683Z,Kbpsjv Snnydu,15,SMA 0,Agency 5,Andaman and Nicobar Islands,East + Northeast India,Energy,Business Loan
2031,103408,95607,V47575341872927I,Nwmdrk Tdjtac,18,SMA 2,Agency 2,Chandigarh,East + Central India,Food and Beverage,Home Loan
1099,177243,47462,U33005787732039T,Gphkyw Jczjqn,15,SMA 2,Agency 3,Dadra and Nagar Haveli and Daman and Diu,East + Union Territories,Food and Beverage,Car Loan
2313,181125,127370,R39965827174627W,Dpjxru Gfkreb,10,SMA 1,Agency 5,Lakshadweep,West + Northeast India,Automotive,Car Loan
947,107543,36002,B97156506341685N,Nsqnkc Cymurf,12,SMA 2,Agency 5,Puducherry,West + Central India,Retail,Gold Loan
1805,165494,165320,X92962498860676D,Brqige Rqpfzt,14,SMA 0,Agency 4,Delhi,West + Union Territories,Finance,Business Loan
1075,246374,219342,V23531609294303K,Zzldmb Floypj,14,SMA 1,Agency 4,Haryana,Northeast + Central India,Food and Beverage,Personal Loan
110,108412,67585,Z75089446503716B,Dkuddd Uemjme,11,SMA 2,Agency 2,Himachal Pradesh,Northeast + Union Territories,Retail,Business Loan
2110,32826,32825,G72643200001142Y,Gbfwop Ntgcyn,18,SMA 0,Agency 6,Jammu and Kashmir,Central + Union Territories,Food and Beverage,Overdraft Facility
2190,240153,132742,F99069636807358V,Qkwkjo Xupdsr,16,SMA 0,Agency 6,Punjab,North + East India,Food and Beverage,Personal Loan
768,44409,44408,K82288517092094M,Xaeypm Glkcnj,15,SMA 0,Agency 8,Rajasthan,North + West India,Automotive,Car Loan
2180,197735,159744,I15830302257384Y,Vvchtn Egkxbz,17,SMA 2,Agency 6,Uttar Pradesh,North + Northeast India,Food and Beverage,Loan Against Property
2356,116584,3279,I18883862895419Z,Imofoa Jzbkrs,18,SMA 1,Agency 1,Uttarakhand,North + Central India,Technology,Gold Loan
2216,166565,48107,N93617917283181O,Wrmkml Fkyupt,12,SMA 1,Agency 6,Andhra Pradesh,North + Union Territories,Finance,Consumer Durable Loan
1637,100608,50334,U22339822231393F,Iuvypk Hvovwe,19,SMA 2,Agency 1,Karnataka,South + East India,Food and Beverage,Gold Loan
167,224805,187528,V39295758620772C,Lggqde Rgfqpf,13,SMA 0,Agency 6,Kerala,South + West India,Healthcare,Car Loan
471,165503,139686,Z74119618700797Y,Aowasw Afdiwm,12,SMA 2,Agency 2,Tamil Nadu,South + Northeast India,Manufacturing,Car Loan
1523,28429,28428,J67387730798995Y,Iunqvl Npeaww,14,SMA 0,Agency 3,Telangana,South + Central India,Food and Beverage,Business Loan
